lat_ctr,lng_ctr,lat_pt,lng_pt,StopName,UsedByRoute
48.93466,24.70646,48.934663,24.706458,на вимогу,38
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,38
48.942447,24.696546,48.942448,24.696547,"магагазин ""Барбарис""",38
48.940593,24.695096,48.940595,24.695096,"Крамниця ""Сюрприз""",38
48.937924,24.692515,48.937932,24.692517,на вимогу,38
48.925122,24.764316,48.925123,24.764317,селище УГОРНИКИ,39
48.919891,24.760486,48.919888,24.76049,Сільська рада,39
48.916939,24.757509,48.916938,24.757508,Магазин,39
48.911988,24.764788,48.911988,24.764788,вулиця Тополина,39
48.912723,24.756429,48.912723,24.756431,с. Угорники,39
48.913881,24.748968,48.913878,24.748971,вулиця Декабристів,39
48.916295,24.733237,48.916299,24.733232,Школа №15,39
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",39
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",39
48.919672,24.707547,48.919664,24.707539,Головна пошта,39
48.923199,24.706815,48.923201,24.706816,Бастіон,39
48.92536,24.709875,48.925363,24.709877,ЦУМ,39
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",39
48.93466,24.70646,48.934663,24.706458,на вимогу,39
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,39
48.942447,24.696546,48.942448,24.696547,"магагазин ""Барбарис""",39
48.940593,24.695096,48.940595,24.695096,"Крамниця ""Сюрприз""",39
48.937924,24.692515,48.937932,24.692517,на вимогу,39
48.940297,24.688053,48.940315,24.688076,Обласна лікарня,39
48.937819,24.69233,48.937824,24.692323,на вимогу,39
48.939933,24.69529,48.939935,24.695283,вулиця Витвицького,39
48.942272,24.696405,48.942274,24.696403,на вимогу,39
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",39
48.934045,24.706639,48.934045,24.706639,Музична школа,39
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,39
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,39
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",39
48.92582,24.713051,48.92582,24.713051,Ринок,39
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,39
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,39
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",39
48.916028,24.734465,48.916032,24.734461,Школа №15,39
48.914004,24.747381,48.914036,24.747401,вулиця Декабристів,39
48.912345,24.758394,48.912339,24.758404,с. Угорники,39
48.911883,24.764935,48.911885,24.764933,вулиця Тополина,39
48.936408,24.755723,48.936402,24.755724,м-н Каскад,40
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",40
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,40
48.941093,24.746064,48.941091,24.746059,Золота нива,40
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",40
48.938293,24.73907,48.938285,24.739065,вулиця Івасюка,40
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",40
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,40
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,40
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,40
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,40
48.928522,24.723062,48.928519,24.723062,вулиця Вовчинецька,40
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),40
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,40
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",40
48.917445,24.710843,48.917443,24.710845,вулиця Є. Коновальця,40
48.913048,24.709738,48.913048,24.709738,вулиця Військова,40
48.909959,24.710996,48.909959,24.710995,вулиця Національної гвардії,40
48.907438,24.712202,48.907442,24.712195,Дитяча лікарня,40
48.902939,24.713082,48.902935,24.71309,"ТЦ ""Велмарт""",40
48.902047,24.708642,48.902048,24.708642,Хлібокомбінат,40
48.902657,24.702459,48.90266,24.702448,УТОС,40
48.903438,24.698231,48.903438,24.698231,Кільце вулиця Петлюри,40
48.90346,24.693989,48.903457,24.693986,Церква,40
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,40
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,40
48.907574,24.684667,48.907581,24.684667,АС-3 (в центр),40
48.910055,24.689473,48.910055,24.689473,Коледж фізичного виховання (в центр),40
48.914879,24.697645,48.914879,24.697645,Центральна міська лікарня (в центр),40
48.920181,24.699214,48.920179,24.699216,Південний бульвар,40
48.923199,24.706815,48.923201,24.706816,Бастіон,40
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",40
48.92582,24.713051,48.92582,24.713051,Ринок,40
48.926208,24.716751,48.926202,24.716749,КРОК,40
48.930781,24.72607,48.930777,24.726061,Костел,40
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",40
48.93249,24.733546,48.932491,24.733546,вулиця Пстрака,40
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,40
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",40
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),40
48.935314,24.747554,48.935311,24.747548,на вимогу,40
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,40
48.937111,24.753623,48.937111,24.753622,"""Каскад""",40
48.936408,24.755723,48.936402,24.755724,м-н Каскад,40К
48.934689,24.754206,48.934689,24.754206,вулиця 24 серпня,40К
48.933414,24.748956,48.933414,24.748956,вулиця В. Стуса,40К
48.933263,24.745137,48.933263,24.745137,Вулиця І. Миколайчука,40К
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,40К
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,40К
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,40К
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,40К
48.925864,24.722773,48.925864,24.722773,Залізничний вокзал,40К
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",40К
48.918233,24.706897,48.918234,24.706895,вулиця Чорновола,40К
48.914569,24.702506,48.914574,24.702516,Університет,40К
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,40К
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",40К
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,40К
48.90346,24.693989,48.903457,24.693986,Церква,40К
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,40К
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,40К
48.907387,24.684153,48.907386,24.68415,АС-3,40К
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,40К
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",40К
48.90342,24.694693,48.903426,24.694681,Церква,40К
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,40К
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",40К
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,40К
48.915035,24.703548,48.915038,24.703542,Університет,40К
48.918442,24.707166,48.918437,24.707167,на вимогу,40К
48.919672,24.707547,48.919664,24.707539,Головна пошта,40К
48.923199,24.706815,48.923201,24.706816,Бастіон,40К
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",40К
48.92582,24.713051,48.92582,24.713051,Ринок,40К
48.926208,24.716751,48.926202,24.716749,КРОК,40К
48.930781,24.72607,48.930777,24.726061,Костел,40К
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",40К
48.93249,24.733546,48.932491,24.733546,вулиця Пстрака,40К
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,40К
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",40К
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),40К
48.932911,24.749902,48.932911,24.749902,вулиця В. Стуса,40К
48.933955,24.753865,48.933955,24.753865,вулиця 24 серпня,40К
48.936408,24.755723,48.936402,24.755724,м-н Каскад,41К
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",41К
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,41К
48.941093,24.746064,48.941091,24.746059,Золота нива,41К
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",41К
48.936389,24.735195,48.936389,24.735197,"магазин ""Кобзарик""(в місто)",41К
48.933536,24.730568,48.933537,24.730572,"магазин ""Веселка""(в місто)",41К
48.931435,24.727014,48.931434,24.727015,Школа №16,41К
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),41К
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",41К
48.917445,24.710843,48.917443,24.710845,вулиця Є. Коновальця,41К
48.913048,24.709738,48.913048,24.709738,вулиця Військова,41К
48.909959,24.710996,48.909959,24.710995,вулиця Національної гвардії,41К
48.907438,24.712202,48.907442,24.712195,Дитяча лікарня,41К
48.902939,24.713082,48.902935,24.71309,"ТЦ ""Велмарт""",41К
48.89971,24.71306,48.899708,24.713064,"КП ""Водоекотехпром""",41К
48.896195,24.713047,48.896196,24.713045,"ПАТ ""Арматурний завод""",41К
48.892581,24.712797,48.892578,24.712793,вулиця Рильського,41К
48.88843,24.711152,48.888429,24.711142,Аеропорт,41К
48.884343,24.710282,48.884335,24.710277,Опришівці,41К
48.880385,24.70874,48.880385,24.708738,Опришівці-центр,41К
48.875816,24.706566,48.875814,24.706565,АЗС,41К
48.872327,24.70588,48.87234,24.70588,СТО,41К
48.869156,24.702288,48.869153,24.702291,Психоневрологічний диспансер,41К
48.867587,24.696705,48.867583,24.696708,Онкодиспансер,41К
48.866011,24.694651,48.865983,24.694662,Житловий масив,41К
48.86755,24.696766,48.867548,24.696765,Онкодиспансер (в місто)КОНТРОЛЬНА,41К
48.873021,24.706102,48.873015,24.706103,СТО(в місто),41К
48.869106,24.702696,48.869107,24.702689,Психоневрологічний диспансер (в місто),41К
48.876373,24.706791,48.876375,24.706787,АЗС(в місто),41К
48.880879,24.709252,48.880874,24.709253,селище Опришівці - центр (в  місто),41К
48.884991,24.710547,48.884993,24.710552,селище Опришівці (в місто),41К
48.88819,24.711219,48.888189,24.711209,Аеропорт (в центр),41К
48.89309,24.713059,48.893091,24.713057,вулиця Рильського(в місто),41К
48.896556,24.713158,48.896553,24.713161,"ПАТ ""Арматурний завод"" (в місто)",41К
48.900088,24.713176,48.90009,24.71317,"КП ""Водоекотехпром""(в місто)",41К
48.902311,24.713222,48.902308,24.713213,"ТЦ ""Велмарт""(в місто)",41К
48.906411,24.712789,48.906412,24.712784,Дитяча лікарня (в місто),41К
48.90823,24.711928,48.908229,24.711921,Аптека,41К
48.913235,24.709757,48.913235,24.709757,вулиця Військова(в місто),41К
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),41К
48.918853,24.713774,48.918854,24.713773,Обласна друкарня,41К
48.920663,24.719585,48.920659,24.719588,на вимогу,41К
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),41К
48.930781,24.72607,48.930777,24.726061,Костел,41К
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",41К
48.936131,24.735037,48.936131,24.73503,"магазин ""Кобзарик""",41К
48.938293,24.73907,48.938285,24.739065,вулиця Івасюка,41К
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),41К
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,41К
48.937111,24.753623,48.937111,24.753622,"""Каскад""",41К
48.922857,24.741882,48.922856,24.741885,вулиця Г. Хоткевича (кінцева),42
48.923666,24.737712,48.923664,24.737709,"магазин ""Кошик""",42
48.924707,24.732664,48.924705,24.732659,вулиця Української дивізії,42
48.926864,24.726598,48.926865,24.726603,вулиця Старицького,42
48.926259,24.716631,48.926259,24.716631,Крок,42
48.928853,24.713552,48.928853,24.713552,вулиця Василіянок,42
48.929277,24.708118,48.929274,24.708118,"ТРЦ ""Панорама плаза""",42
48.929518,24.70374,48.929521,24.703741,на вимогу,42
48.926924,24.700757,48.926922,24.70075,вулиця Тичини,42
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",42
48.92582,24.713051,48.92582,24.713051,Ринок,42
48.926208,24.716751,48.926202,24.716749,КРОК,42
48.925624,24.728731,48.925621,24.728725,Гаражі (вулиця Г.Хоткевича),42
48.924538,24.733179,48.924541,24.733176,вулиця Української Дивізії,42
48.923874,24.736598,48.923868,24.736598,Базар,42
48.941093,24.746064,48.941091,24.746059,Золота нива,43
48.938911,24.74978,48.938911,24.74978,вулиця Бугая,43
48.936896,24.749286,48.936901,24.749283,вулиця Миколайчука,43
48.935672,24.744536,48.935672,24.744536,"вулиця В. Стуса (Ринок ""Східний"")",43
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",43
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,43
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,43
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,43
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,43
48.928522,24.723062,48.928519,24.723062,вулиця Вовчинецька,43
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),43
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,43
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",43
48.918233,24.706897,48.918234,24.706895,вулиця Чорновола,43
48.914569,24.702506,48.914574,24.702516,Університет,43
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,43
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",43
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,43
48.90346,24.693989,48.903457,24.693986,Церква,43
48.907387,24.684153,48.907386,24.68415,АС-3,43
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,43
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",43
48.90342,24.694693,48.903426,24.694681,Церква,43
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,43
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",43
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,43
48.915035,24.703548,48.915038,24.703542,Університет,43
48.916282,24.705979,48.916284,24.705982,Пологовий будинок,43
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),43
48.918853,24.713774,48.918854,24.713773,Обласна друкарня,43
48.920663,24.719585,48.920659,24.719588,на вимогу,43
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),43
48.927508,24.726553,48.927508,24.726553,на вимогу,43
48.928993,24.731159,48.928993,24.731159,вулиця Селянська,43
48.931282,24.734915,48.931279,24.734922,вулиця Молодіжна,43
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,43
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",43
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),43
48.935314,24.747554,48.935311,24.747548,на вимогу,43
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,43
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,43
48.940297,24.688053,48.940315,24.688076,Обласна лікарня,44
48.942272,24.696405,48.942274,24.696403,на вимогу,44
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",44
48.934045,24.706639,48.934045,24.706639,Музична школа,44
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,44
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,44
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",44
48.92582,24.713051,48.92582,24.713051,Ринок,44
48.926208,24.716751,48.926202,24.716749,КРОК,44
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),44
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,44
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",44
48.917445,24.710843,48.917443,24.710845,вулиця Є. Коновальця,44
48.913048,24.709738,48.913048,24.709738,вулиця Військова,44
48.909959,24.710996,48.909959,24.710995,вулиця Національної гвардії,44
48.907438,24.712202,48.907442,24.712195,Дитяча лікарня,44
48.902468,24.718952,48.902469,24.718951,вулиця Дудаєва,44
48.900476,24.724024,48.900467,24.724065,Меблева фабрика,44
48.900543,24.724071,48.900538,24.724065,Меблева фабрика,44
48.902558,24.718949,48.902558,24.718946,вулиця Дудаєва,44
48.904972,24.713085,48.904972,24.713085,площа Європейська,44
48.902939,24.713082,48.902935,24.71309,"ТЦ ""Велмарт""",44
48.902047,24.708642,48.902048,24.708642,Хлібокомбінат,44
48.902657,24.702459,48.90266,24.702448,УТОС,44
48.903438,24.698231,48.903438,24.698231,Кільце вулиця Петлюри,44
48.90346,24.693989,48.903457,24.693986,Церква,44
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,44
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,44
48.907574,24.684667,48.907581,24.684667,АС-3 (в центр),44
48.910055,24.689473,48.910055,24.689473,Коледж фізичного виховання (в центр),44
48.914879,24.697645,48.914879,24.697645,Центральна міська лікарня (в центр),44
48.920181,24.699214,48.920179,24.699216,Південний бульвар,44
48.923199,24.706815,48.923201,24.706816,Бастіон,44
48.92536,24.709875,48.925363,24.709877,ЦУМ,44
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",44
48.93466,24.70646,48.934663,24.706458,на вимогу,44
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,44
48.942447,24.696546,48.942448,24.696547,"магагазин ""Барбарис""",44
48.928492,24.688552,48.928497,24.688548,Центр дозвілля,45
48.934354,24.69601,48.934354,24.696011,на вимогу,45
48.935807,24.702824,48.935807,24.702824,Набережна,45
48.934045,24.706639,48.934045,24.706639,Музична школа,45
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,45
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,45
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",45
48.92582,24.713051,48.92582,24.713051,Ринок,45
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,45
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",45
48.916028,24.734465,48.916032,24.734461,Школа №15,45
48.914004,24.747381,48.914036,24.747401,вулиця Декабристів,45
48.912345,24.758394,48.912339,24.758404,с. Угорники,45
48.911902,24.764933,48.911902,24.764933,магазин Зорепад,45
48.917423,24.76777,48.917423,24.76777,вулиця Ольги Рошкевич,45
48.925561,24.770051,48.925561,24.770051,ресторан Калина,45
48.931675,24.774132,48.931675,24.774132,вулиця Хмельницького,45
48.939349,24.771554,48.939349,24.771554,вулиця Стефаника,45
48.94495,24.773764,48.94495,24.773764,село Підлужжя,45
48.944256,24.772986,48.944256,24.772986,вулиця Мартовича,45
48.939254,24.771362,48.939254,24.771362,вулиця Стефаника,45
48.93189,24.773955,48.93189,24.773955,вулиця Хмельницького,45
48.925791,24.770012,48.925791,24.770012,ресторан Калина,45
48.917938,24.767613,48.917938,24.767613,вулиця Ольги Рошкевич,45
48.912004,24.7648,48.912004,24.7648,магазин Зорепад,45
48.912723,24.756429,48.912723,24.756431,с. Угорники,45
48.913881,24.748968,48.913878,24.748971,вулиця Декабристів,45
48.916295,24.733237,48.916299,24.733232,Школа №15,45
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",45
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",45
48.919672,24.707547,48.919664,24.707539,Головна пошта,45
48.922791,24.702016,48.922791,24.702016,вулиця  Південний бульвар,45
48.923998,24.701553,48.923998,24.701555,Школа №4,45
48.924993,24.695269,48.924993,24.695269,вул Ленкавського,45
48.926442,24.68774,48.926442,24.68774,вул Кармелюка,45
48.901839,24.709143,48.901837,24.709155,Хлібокомбінат,48
48.902311,24.713222,48.902308,24.713213,"ТЦ ""Велмарт""(в місто)",48
48.906411,24.712789,48.906412,24.712784,Дитяча лікарня (в місто),48
48.90823,24.711928,48.908229,24.711921,Аптека,48
48.913235,24.709757,48.913235,24.709757,вулиця Військова(в місто),48
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),48
48.918853,24.713774,48.918854,24.713773,Обласна друкарня,48
48.920663,24.719585,48.920659,24.719588,на вимогу,48
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),48
48.927508,24.726553,48.927508,24.726553,на вимогу,48
48.928993,24.731159,48.928993,24.731159,вулиця Селянська,48
48.931282,24.734915,48.931279,24.734922,вулиця Молодіжна,48
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,48
48.931394,24.742972,48.931394,24.742972,"ТЦ ""Епіцентр"" (вул. Івасюка - Івана Павла ІІ)",48
48.928282,24.743077,48.928287,24.743071,вулиця Івасюка,48
48.923801,24.743212,48.923803,24.743209,вулиця Хоткевича,48
48.918606,24.742514,48.918606,24.742514,вулиця Кисілевської,48
48.916295,24.733237,48.916299,24.733232,Школа №15,48
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",48
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",48
48.919672,24.707547,48.919664,24.707539,Головна пошта,48
48.918771,24.702007,48.918769,24.702007,вулиця Гординського,48
48.914871,24.697482,48.914874,24.697497,Міська лікарня,48
48.910773,24.690678,48.910773,24.690678,Коледж фізичного виховання,48
48.907387,24.684153,48.907386,24.68415,АС-3,48
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,48
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",48
48.90342,24.694693,48.903426,24.694681,Церква,48
48.90334,24.698317,48.903341,24.698316,Кільце вулиця Петлюри,48
48.902636,24.702055,48.90263,24.702066,УТОС,48
48.895586,24.754153,48.895586,24.754153,"""Автоливмаш""",49
48.902911,24.759273,48.902911,24.759273,АТП,49
48.907036,24.76218,48.907036,24.76218,Управління патрульної поліції,49
48.910048,24.764175,48.91004,24.764174,АС-4,49
48.912723,24.756429,48.912723,24.756431,с. Угорники,49
48.913881,24.748968,48.913878,24.748971,вулиця Декабристів,49
48.916295,24.733237,48.916299,24.733232,Школа №15,49
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",49
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",49
48.919672,24.707547,48.919664,24.707539,Головна пошта,49
48.922791,24.702016,48.922791,24.702016,вулиця  Південний бульвар,49
48.923998,24.701553,48.923998,24.701555,Школа №4,49
48.924993,24.695269,48.924993,24.695269,вул Ленкавського,49
48.926442,24.68774,48.926442,24.68774,вул Кармелюка,49
48.928492,24.688552,48.928497,24.688548,Центр дозвілля,49
48.934354,24.69601,48.934354,24.696011,на вимогу,49
48.935807,24.702824,48.935807,24.702824,Набережна,49
48.934045,24.706639,48.934045,24.706639,Музична школа,49
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,49
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,49
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",49
48.92582,24.713051,48.92582,24.713051,Ринок,49
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,49
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",49
48.916028,24.734465,48.916032,24.734461,Школа №15,49
48.914004,24.747381,48.914036,24.747401,вулиця Декабристів,49
48.912345,24.758394,48.912339,24.758404,с. Угорники,49
48.910552,24.764369,48.910537,24.764368,АС-4,49
48.905883,24.761257,48.905883,24.761259,Управління патрульної поліції,49
48.902463,24.75883,48.902463,24.75883,АТП,49
48.922857,24.741882,48.922856,24.741885,вулиця Г. Хоткевича (кінцева),53
48.923659,24.737718,48.923658,24.737723,Ринок (в центр),53
48.924707,24.732664,48.924705,24.732659,вулиця Української дивізії,53
48.926864,24.726598,48.926865,24.726603,вулиця Старицького,53
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),53
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,53
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",53
48.918233,24.706897,48.918234,24.706895,вулиця Чорновола,53
48.914569,24.702506,48.914574,24.702516,Університет,53
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,53
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",53
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,53
48.90334,24.698317,48.903341,24.698316,Кільце вулиця Петлюри,53
48.902636,24.702055,48.90263,24.702066,УТОС,53
48.901839,24.709143,48.901837,24.709155,Хлібокомбінат,53
48.89971,24.71306,48.899708,24.713064,"КП ""Водоекотехпром""",53
48.896195,24.713047,48.896196,24.713045,"ПАТ ""Арматурний завод""",53
48.892581,24.712797,48.892578,24.712793,вулиця Рильського,53
48.88843,24.711152,48.888429,24.711142,Аеропорт,53
48.884343,24.710282,48.884335,24.710277,Опришівці,53
48.880385,24.708745,48.880391,24.70875,селище Опришківці - центр,53
48.875816,24.706566,48.875814,24.706565,АЗС,53
48.872327,24.70588,48.87234,24.70588,СТО,53
48.864263,24.713123,48.864263,24.713123,село Черніїв (вулиця Калинишевська),53
48.858663,24.713442,48.858663,24.713442,село Черніїв (Сільська рада),53
48.849114,24.706479,48.849101,24.706479,вулиця Надвірнянська,53
48.859132,24.713442,48.859132,24.713442,село Черніїв (Сільська рада),53
48.864374,24.713086,48.864374,24.713086,село Черніїв (вулиця Калинишевська),53
48.873021,24.706102,48.873015,24.706103,СТО(в місто),53
48.876373,24.706791,48.876375,24.706787,АЗС(в місто),53
48.880879,24.709252,48.880874,24.709253,селище Опришівці - центр (в  місто),53
48.884991,24.710547,48.884993,24.710552,селище Опришівці (в місто),53
48.88819,24.711219,48.888189,24.711209,Аеропорт (в центр),53
48.89309,24.713059,48.893091,24.713057,вулиця Рильського(в місто),53
48.896556,24.713158,48.896553,24.713161,"ПАТ ""Арматурний завод"" (в місто)",53
48.900088,24.713176,48.90009,24.71317,"КП ""Водоекотехпром""(в місто)",53
48.902047,24.708642,48.902048,24.708642,Хлібокомбінат,53
48.902657,24.702459,48.90266,24.702448,УТОС,53
48.903438,24.698231,48.903438,24.698231,Кільце вулиця Петлюри,53
48.90346,24.693989,48.903457,24.693986,Церква,53
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,53
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,53
48.907574,24.684667,48.907581,24.684667,АС-3 (в центр),53
48.910055,24.689473,48.910055,24.689473,Коледж фізичного виховання (в центр),53
48.914879,24.697645,48.914879,24.697645,Центральна міська лікарня (в центр),53
48.920181,24.699214,48.920179,24.699216,Південний бульвар,53
48.92193,24.701682,48.921927,24.701681,вулиця В.Великого,53
48.923199,24.706815,48.923201,24.706816,Бастіон,53
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",53
48.92582,24.713051,48.92582,24.713051,Ринок,53
48.926588,24.715714,48.926594,24.715741,вулиця Василіянок,53
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,53
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),53
48.925624,24.728731,48.925621,24.728725,Гаражі (вулиця Г.Хоткевича),53
48.924538,24.733179,48.924541,24.733176,вулиця Української Дивізії,53
48.923874,24.736598,48.923868,24.736598,Базар,53
48.92294,24.741078,48.922934,24.741078,вулиця Хоткевича,53
48.922857,24.741882,48.922856,24.741885,вулиця Г. Хоткевича (кінцева),54
48.923659,24.737718,48.923658,24.737723,Ринок (в центр),54
48.924707,24.732664,48.924705,24.732659,вулиця Української дивізії,54
